promotion_key,promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
161,161,Retention_Free_Shipping_161,Free_Shipping,0.0,0.0,2025-05-09,2025-05-24,15.0,High_Value,Website_Banner,Retention,Unknown,0.24,29643.86,34.43
162,162,Acquisition_Fixed_Amount_162,Fixed_Amount,7.95,0.0,2025-02-08,2025-03-16,36.0,Medium_Value,Social,Acquisition,Unknown,0.113,4233.73,28.76
163,163,Upsell_Percentage_Discount_163,Percentage_Discount,36.5,87.84,2025-04-09,2025-04-24,15.0,Low_Value,SMS,Upsell,Unknown,0.191,5512.89,28.26
164,164,Cross_Sell_Fixed_Amount_164,Fixed_Amount,99.16,13.47,2024-12-28,2025-01-03,6.0,New_Customer,SMS,Cross_Sell,Clothing,0.112,41469.73,5.53
165,165,Upsell_Free_Shipping_165,Free_Shipping,0.0,80.37,2025-03-22,2025-03-28,6.0,Low_Value,Website_Banner,Upsell,Unknown,0.1,43998.39,15.64
166,166,Reactivation_BOGO_166,BOGO,0.0,0.0,2025-06-27,2025-07-11,14.0,Lapsed,Push,Reactivation,Clothing,0.086,7683.67,44.91
167,167,Cross_Sell_Percentage_Discount_167,Percentage_Discount,49.6,0.0,2025-01-27,2025-02-04,8.0,High_Value,Website_Banner,Cross_Sell,Sports,0.205,20534.66,38.17
168,168,Acquisition_BOGO_168,BOGO,0.0,25.15,2025-05-26,2025-07-22,57.0,Medium_Value,Email,Acquisition,Books,0.215,25438.4,41.14
169,169,Upsell_BOGO_169,BOGO,0.0,14.05,2025-09-03,2025-09-20,17.0,Low_Value,In_App,Upsell,Unknown,0.224,21165.33,19.51
170,170,Cross_Sell_Fixed_Amount_170,Fixed_Amount,19.8,40.19,2025-08-26,2025-09-12,17.0,Medium_Value,Social,Cross_Sell,Beauty,0.247,4250.46,22.62
171,171,Cross_Sell_Fixed_Amount_171,Fixed_Amount,80.09,14.04,2025-08-01,2025-08-14,13.0,New_Customer,Push,Cross_Sell,Unknown,0.067,46717.09,7.65
172,172,Cross_Sell_Fixed_Amount_172,Fixed_Amount,48.84,90.61,2025-03-13,2025-04-02,20.0,Low_Value,SMS,Cross_Sell,Unknown,0.124,6200.87,25.76
173,173,Retention_Fixed_Amount_173,Fixed_Amount,43.16,84.81,2024-11-17,2024-11-22,5.0,Low_Value,Push,Retention,Books,0.118,21533.53,7.49
174,174,Cross_Sell_Percentage_Discount_174,Percentage_Discount,48.0,22.99,2025-07-03,2025-07-18,15.0,Medium_Value,SMS,Cross_Sell,Clothing,0.098,3257.06,21.45
175,175,Reactivation_Percentage_Discount_175,Percentage_Discount,17.1,11.16,2024-10-27,2024-12-26,60.0,High_Value,Email,Reactivation,Unknown,0.074,16373.88,12.38
176,176,Upsell_Fixed_Amount_176,Fixed_Amount,78.96,0.0,2025-05-30,2025-06-06,7.0,All_Customers,Social,Upsell,Clothing,0.071,7154.64,16.0
177,177,Acquisition_Free_Shipping_177,Free_Shipping,0.0,53.86,2024-07-26,2024-08-30,35.0,High_Value,Push,Acquisition,Unknown,0.215,17566.08,11.7
178,178,Upsell_Free_Shipping_178,Free_Shipping,0.0,0.0,2025-06-30,2025-07-04,4.0,All_Customers,Social,Upsell,Unknown,0.157,12434.37,46.28
179,179,Acquisition_Percentage_Discount_179,Percentage_Discount,21.3,63.29,2025-07-04,2025-08-10,37.0,Low_Value,Social,Acquisition,Unknown,0.077,21350.79,18.6
180,180,Cross_Sell_Free_Shipping_180,Free_Shipping,0.0,0.0,2025-01-30,2025-02-05,6.0,All_Customers,Social,Cross_Sell,Books,0.184,6830.39,19.23
181,181,Acquisition_BOGO_181,BOGO,0.0,,2024-12-12,2025-01-25,44.0,New_Customer,SMS,Acquisition,Home,0.073,17117.9,42.59
182,182,Acquisition_Free_Shipping_182,Free_Shipping,0.0,0.0,2025-07-10,2025-08-08,29.0,Lapsed,SMS,Acquisition,Unknown,0.096,45572.78,30.68
183,183,Acquisition_BOGO_183,BOGO,0.0,95.0,2024-08-14,2024-10-04,51.0,High_Value,In_App,Acquisition,Unknown,0.097,49079.52,9.27
184,184,Retention_Fixed_Amount_184,Fixed_Amount,50.8,98.22,2024-09-15,2024-09-19,4.0,High_Value,In_App,Retention,Home,0.224,44268.04,26.21
185,185,Upsell_Fixed_Amount_185,Fixed_Amount,94.54,0.71,2025-07-12,2025-07-19,7.0,Low_Value,Push,Upsell,Unknown,0.127,20991.56,16.64
186,186,Upsell_Free_Shipping_186,Free_Shipping,0.0,0.0,2025-04-25,2025-05-12,17.0,Low_Value,SMS,Upsell,Unknown,0.212,41486.07,10.48
187,187,Reactivation_Percentage_Discount_187,Percentage_Discount,31.9,54.14,2025-06-25,2025-07-28,33.0,Medium_Value,Push,Reactivation,Unknown,0.24,48689.6,22.22
188,188,Retention_Fixed_Amount_188,Fixed_Amount,46.76,0.0,2025-07-13,2025-07-16,3.0,All_Customers,In_App,Retention,Electronics,0.207,14638.98,37.58
189,189,Cross_Sell_Fixed_Amount_189,Fixed_Amount,54.44,59.82,2024-11-21,2024-12-06,15.0,Medium_Value,Email,Cross_Sell,Beauty,0.147,30098.16,18.65
190,190,Cross_Sell_Percentage_Discount_190,Percentage_Discount,36.9,90.78,2024-08-18,2024-09-07,20.0,Low_Value,SMS,Cross_Sell,Unknown,0.208,9804.34,13.55
191,191,Cross_Sell_Fixed_Amount_191,Fixed_Amount,54.54,44.71,2024-11-12,2024-11-19,7.0,Low_Value,Website_Banner,Cross_Sell,Unknown,0.079,25354.97,38.77
192,192,Upsell_Percentage_Discount_192,Percentage_Discount,45.5,0.0,2025-08-14,2025-09-04,21.0,All_Customers,In_App,Upsell,Unknown,0.181,2974.1,27.31
193,193,Reactivation_Free_Shipping_193,Free_Shipping,0.0,0.0,2024-10-04,2024-11-10,37.0,High_Value,Social,Reactivation,Unknown,0.112,49548.13,8.05
194,194,Upsell_Percentage_Discount_194,Percentage_Discount,32.8,,2025-04-06,2025-04-22,16.0,Lapsed,Push,Upsell,Clothing,0.106,30624.62,44.36
195,195,Acquisition_BOGO_195,BOGO,0.0,97.28,2024-09-03,2024-09-29,26.0,High_Value,Social,Acquisition,Unknown,0.16,37440.0,45.33
196,196,Cross_Sell_Fixed_Amount_196,Fixed_Amount,40.54,7.11,2024-11-02,2024-11-19,17.0,Medium_Value,SMS,Cross_Sell,Sports,0.064,39497.46,25.59
197,197,Retention_Percentage_Discount_197,Percentage_Discount,33.6,66.38,2025-09-20,2025-10-01,11.0,Low_Value,SMS,Retention,Beauty,0.207,22044.68,21.53
198,198,Upsell_Free_Shipping_198,Free_Shipping,0.0,53.31,2025-02-15,2025-02-21,6.0,All_Customers,In_App,Upsell,Unknown,0.182,43591.33,39.31
199,199,Cross_Sell_Free_Shipping_199,Free_Shipping,0.0,0.0,2024-10-15,2024-10-25,10.0,Lapsed,Social,Cross_Sell,Beauty,0.184,5794.83,16.01
200,200,Upsell_Fixed_Amount_200,Fixed_Amount,,6.32,2025-03-21,2025-04-07,17.0,All_Customers,Website_Banner,Upsell,Sports,0.233,37160.6,46.25
201,201,Reactivation_BOGO_201,BOGO,0.0,47.61,2025-05-12,2025-06-27,46.0,Medium_Value,In_App,Reactivation,Unknown,0.162,31799.57,5.63
202,202,Cross_Sell_Fixed_Amount_202,Fixed_Amount,94.49,19.4,2024-07-16,2024-08-05,20.0,High_Value,SMS,Cross_Sell,Sports,0.131,34045.5,45.6
203,203,Retention_Percentage_Discount_203,Percentage_Discount,10.0,13.68,2025-05-01,2025-05-07,6.0,All_Customers,In_App,Retention,Unknown,0.053,35270.63,25.75
204,204,Upsell_Percentage_Discount_204,Percentage_Discount,49.0,0.0,2024-11-03,2024-11-06,3.0,Low_Value,Push,Upsell,Unknown,0.241,37741.28,6.02
205,205,Reactivation_Percentage_Discount_205,Percentage_Discount,34.2,71.32,2025-07-27,2025-09-01,36.0,New_Customer,Social,Reactivation,Electronics,0.173,48582.76,31.43
206,206,Upsell_Free_Shipping_206,Free_Shipping,0.0,10.42,2025-02-25,2025-03-13,16.0,High_Value,Website_Banner,Upsell,Beauty,0.222,5998.22,8.44
207,207,Acquisition_Free_Shipping_207,Free_Shipping,0.0,24.56,2025-07-07,2025-08-07,31.0,Medium_Value,Email,Acquisition,Unknown,0.109,4579.44,18.97
208,208,Reactivation_Free_Shipping_208,Free_Shipping,0.0,33.21,2025-06-08,2025-07-31,53.0,Lapsed,Email,Reactivation,Unknown,0.169,47018.3,10.59
209,209,Reactivation_Fixed_Amount_209,Fixed_Amount,98.82,,2024-11-09,2024-12-13,34.0,Medium_Value,SMS,Reactivation,Books,0.164,15556.91,19.24
210,210,Reactivation_BOGO_210,BOGO,0.0,19.47,2024-09-18,2024-11-15,58.0,Low_Value,SMS,Reactivation,Electronics,0.175,10239.13,45.95
211,211,Acquisition_BOGO_211,BOGO,0.0,,2024-09-30,2024-11-10,41.0,Low_Value,Social,Acquisition,Unknown,0.081,17821.68,37.99
212,212,Retention_Fixed_Amount_212,Fixed_Amount,76.57,0.0,2025-08-18,2025-09-03,16.0,All_Customers,In_App,Retention,Unknown,0.07,34746.99,5.53
213,213,Upsell_Percentage_Discount_213,Percentage_Discount,31.6,0.0,2025-04-18,2025-04-26,8.0,Low_Value,Push,Upsell,Unknown,0.241,14261.46,41.52
214,214,Reactivation_BOGO_214,BOGO,0.0,81.72,2024-07-26,2024-09-17,53.0,High_Value,Website_Banner,Reactivation,Unknown,0.239,30855.0,34.69
215,215,Retention_Percentage_Discount_215,Percentage_Discount,15.6,63.42,2025-08-11,2025-08-29,18.0,All_Customers,Email,Retention,Unknown,0.231,44950.43,14.39
216,216,Reactivation_Percentage_Discount_216,Percentage_Discount,24.8,0.0,2025-04-28,2025-05-18,20.0,New_Customer,Push,Reactivation,Beauty,0.12,27208.53,44.31
217,217,Retention_Percentage_Discount_217,Percentage_Discount,26.8,94.61,2025-02-09,2025-02-13,4.0,Medium_Value,In_App,Retention,Books,0.211,31900.54,46.57
218,218,Reactivation_Fixed_Amount_218,Fixed_Amount,57.07,0.0,2025-09-03,2025-09-25,22.0,All_Customers,Push,Reactivation,Electronics,0.169,16086.96,14.35
219,219,Retention_BOGO_219,BOGO,0.0,0.0,2024-08-05,2024-08-25,20.0,Medium_Value,Website_Banner,Retention,Electronics,0.208,20871.66,41.76
220,220,Upsell_Free_Shipping_220,Free_Shipping,0.0,32.19,2025-06-29,2025-07-02,3.0,All_Customers,In_App,Upsell,Unknown,0.153,49191.24,32.99
221,221,Acquisition_Fixed_Amount_221,Fixed_Amount,10.41,87.58,2025-08-03,2025-09-17,45.0,Lapsed,Email,Acquisition,Unknown,0.189,19531.53,19.92
222,222,Cross_Sell_Free_Shipping_222,Free_Shipping,0.0,64.54,2025-02-22,2025-03-07,13.0,New_Customer,In_App,Cross_Sell,Unknown,0.112,47920.68,25.98
223,223,Upsell_Fixed_Amount_223,Fixed_Amount,62.64,26.21,2024-11-30,2024-12-08,8.0,All_Customers,SMS,Upsell,Sports,0.121,36179.99,31.37
224,224,Upsell_Fixed_Amount_224,Fixed_Amount,47.9,0.0,2024-11-02,2024-11-08,6.0,New_Customer,SMS,Upsell,Unknown,0.151,21128.08,44.89
225,225,Retention_Fixed_Amount_225,Fixed_Amount,29.74,81.7,2025-05-08,2025-05-20,12.0,Low_Value,Email,Retention,Unknown,0.134,16929.18,46.69
226,226,Reactivation_Percentage_Discount_226,Percentage_Discount,49.1,0.0,2024-10-31,2024-12-02,32.0,Medium_Value,SMS,Reactivation,Unknown,0.207,27276.11,19.86
227,227,Upsell_Percentage_Discount_227,Percentage_Discount,26.5,43.52,2025-07-17,2025-07-23,6.0,Lapsed,Push,Upsell,Unknown,0.237,13829.34,36.85
228,228,Reactivation_Percentage_Discount_228,Percentage_Discount,42.4,41.93,2024-12-29,2025-01-14,16.0,Medium_Value,In_App,Reactivation,Unknown,0.193,35880.48,40.95
229,229,Upsell_Free_Shipping_229,Free_Shipping,0.0,89.32,2025-02-24,2025-03-12,16.0,All_Customers,Website_Banner,Upsell,Unknown,0.199,8025.44,45.86
230,230,Upsell_BOGO_230,BOGO,0.0,,2025-08-15,2025-09-04,20.0,New_Customer,In_App,Upsell,Beauty,0.184,44241.82,15.08
231,231,Retention_Fixed_Amount_231,Fixed_Amount,76.34,61.72,2024-10-21,2024-11-08,18.0,All_Customers,SMS,Retention,Home,0.064,42180.42,18.44
232,232,Upsell_Free_Shipping_232,Free_Shipping,0.0,74.08,2024-07-26,2024-08-14,19.0,All_Customers,Website_Banner,Upsell,Home,0.081,39188.02,30.78
233,233,Upsell_Fixed_Amount_233,Fixed_Amount,95.86,34.83,2025-04-23,2025-04-30,7.0,Lapsed,SMS,Upsell,Clothing,0.066,41955.59,26.22
234,234,Acquisition_BOGO_234,BOGO,0.0,91.28,2025-05-09,2025-06-17,39.0,Low_Value,Email,Acquisition,Home,0.238,27328.15,17.47
235,235,Reactivation_Percentage_Discount_235,Percentage_Discount,42.3,59.26,2025-04-17,2025-05-15,28.0,New_Customer,Website_Banner,Reactivation,Unknown,0.224,27832.06,5.41
236,236,Reactivation_BOGO_236,BOGO,0.0,12.39,2024-12-31,2025-03-01,60.0,Lapsed,Website_Banner,Reactivation,Unknown,0.108,42130.98,25.01
237,237,Cross_Sell_Free_Shipping_237,Free_Shipping,0.0,75.16,2025-03-01,2025-03-15,14.0,High_Value,Email,Cross_Sell,Unknown,0.073,32317.38,25.08
238,238,Cross_Sell_Fixed_Amount_238,Fixed_Amount,39.56,0.0,2024-08-24,2024-09-13,20.0,Lapsed,Website_Banner,Cross_Sell,Beauty,0.104,23812.85,9.5
239,239,Cross_Sell_BOGO_239,BOGO,0.0,35.53,2025-07-02,2025-07-06,4.0,Low_Value,In_App,Cross_Sell,Electronics,0.204,14829.96,33.16
240,240,Cross_Sell_Free_Shipping_240,Free_Shipping,0.0,0.0,2024-10-19,2024-11-04,16.0,Medium_Value,SMS,Cross_Sell,Unknown,0.06,7487.67,36.59
241,241,Retention_Percentage_Discount_241,Percentage_Discount,22.8,75.74,2025-07-09,2025-07-16,7.0,All_Customers,In_App,Retention,Unknown,0.174,18711.82,40.8
242,242,Reactivation_BOGO_242,BOGO,0.0,3.74,2025-04-08,2025-06-02,55.0,Medium_Value,In_App,Reactivation,Unknown,0.248,41172.08,25.55
243,243,Upsell_Percentage_Discount_243,Percentage_Discount,45.7,69.81,2025-07-08,2025-07-12,4.0,Medium_Value,Push,Upsell,Unknown,0.104,9817.12,36.08
244,244,Acquisition_BOGO_244,BOGO,0.0,59.44,2024-11-25,2025-01-12,48.0,Low_Value,Push,Acquisition,Unknown,0.112,31465.01,22.23
245,245,Retention_BOGO_245,BOGO,0.0,39.33,2025-07-29,2025-08-14,16.0,New_Customer,Push,Retention,Clothing,0.228,14626.83,17.35
246,246,Upsell_BOGO_246,BOGO,0.0,0.0,2025-07-21,2025-08-08,18.0,Medium_Value,SMS,Upsell,Clothing,0.112,11340.85,34.82
247,247,Cross_Sell_Free_Shipping_247,Free_Shipping,0.0,52.58,2024-07-08,2024-07-14,6.0,Low_Value,In_App,Cross_Sell,Books,0.204,22278.05,26.47
248,248,Acquisition_Fixed_Amount_248,Fixed_Amount,13.34,0.0,2025-06-26,2025-08-10,45.0,All_Customers,SMS,Acquisition,Unknown,0.07,15307.74,48.75
249,249,Upsell_BOGO_249,BOGO,0.0,17.84,2025-03-13,2025-03-26,13.0,All_Customers,Social,Upsell,Unknown,0.069,13267.16,46.59
250,250,Retention_Percentage_Discount_250,Percentage_Discount,9.3,,2025-08-03,2025-08-07,4.0,Lapsed,Social,Retention,Unknown,0.076,47298.5,28.15
251,251,Reactivation_Percentage_Discount_251,Percentage_Discount,39.2,0.0,2024-08-11,2024-09-24,44.0,New_Customer,In_App,Reactivation,Unknown,0.205,10004.74,17.41
252,252,Cross_Sell_BOGO_252,BOGO,0.0,25.31,2025-06-13,2025-06-20,7.0,Lapsed,Website_Banner,Cross_Sell,Clothing,0.088,36400.46,38.76
253,253,Retention_BOGO_253,BOGO,0.0,19.13,2025-02-11,2025-02-18,7.0,All_Customers,Push,Retention,Books,0.13,48979.97,8.46
254,254,Retention_Fixed_Amount_254,Fixed_Amount,13.52,16.22,2025-02-02,2025-02-08,6.0,Low_Value,Website_Banner,Retention,Unknown,0.144,21053.69,45.41
255,255,Reactivation_Free_Shipping_255,Free_Shipping,0.0,35.88,2025-04-04,2025-05-16,42.0,Low_Value,Push,Reactivation,Unknown,0.074,17697.97,22.36
256,256,Retention_BOGO_256,BOGO,0.0,0.0,2024-11-27,2024-12-01,4.0,New_Customer,Website_Banner,Retention,Unknown,0.124,38568.44,42.85
257,257,Retention_Free_Shipping_257,Free_Shipping,0.0,19.99,2025-07-31,2025-08-09,9.0,Medium_Value,Website_Banner,Retention,Unknown,0.118,40589.7,14.62
258,258,Retention_BOGO_258,BOGO,0.0,57.76,2024-11-26,2024-12-15,19.0,All_Customers,Email,Retention,Unknown,0.202,33494.23,44.25
259,259,Retention_Free_Shipping_259,Free_Shipping,0.0,32.78,2025-06-11,2025-07-02,21.0,Lapsed,SMS,Retention,Sports,0.063,41942.95,24.01
260,260,Reactivation_BOGO_260,BOGO,0.0,0.0,2025-05-13,2025-07-04,52.0,High_Value,Push,Reactivation,Electronics,0.099,6210.97,38.5
261,261,Upsell_Percentage_Discount_261,Percentage_Discount,5.4,51.03,2025-09-25,2025-10-01,6.0,Low_Value,Website_Banner,Upsell,Unknown,0.182,31831.74,21.92
262,262,Retention_Fixed_Amount_262,Fixed_Amount,44.66,0.0,2025-09-18,2025-09-29,11.0,High_Value,Social,Retention,Unknown,0.137,40788.27,19.63
263,263,Acquisition_Fixed_Amount_263,Fixed_Amount,19.24,55.02,2024-09-10,2024-10-30,50.0,Medium_Value,Website_Banner,Acquisition,Unknown,0.182,46498.43,13.95
264,264,Upsell_Free_Shipping_264,Free_Shipping,0.0,20.36,2025-04-07,2025-04-18,11.0,Medium_Value,Push,Upsell,Electronics,0.207,2537.82,33.92
265,265,Retention_Fixed_Amount_265,Fixed_Amount,26.55,23.46,2025-08-27,2025-09-15,19.0,New_Customer,SMS,Retention,Books,0.072,46665.29,28.71
266,266,Acquisition_Fixed_Amount_266,Fixed_Amount,66.34,67.92,2024-12-26,2025-02-15,51.0,Lapsed,Website_Banner,Acquisition,Beauty,0.177,37517.12,36.44
267,267,Acquisition_Fixed_Amount_267,Fixed_Amount,88.63,0.0,2024-11-30,2024-12-27,27.0,High_Value,Email,Acquisition,Unknown,0.229,15465.81,46.36
268,268,Acquisition_Percentage_Discount_268,Percentage_Discount,10.3,15.55,2024-07-14,2024-08-18,35.0,Lapsed,Email,Acquisition,Clothing,0.168,44465.11,36.09
269,269,Acquisition_BOGO_269,BOGO,0.0,92.85,2025-09-13,2025-09-28,15.0,All_Customers,In_App,Acquisition,Unknown,0.231,33755.31,40.1
270,270,Cross_Sell_Free_Shipping_270,Free_Shipping,0.0,81.31,2024-09-17,2024-10-06,19.0,Low_Value,Email,Cross_Sell,Unknown,0.181,31009.91,21.47
271,271,Reactivation_Percentage_Discount_271,Percentage_Discount,26.9,55.19,2025-01-01,2025-02-07,37.0,Lapsed,Email,Reactivation,Unknown,0.077,46726.42,32.29
272,272,Acquisition_Free_Shipping_272,Free_Shipping,0.0,65.34,2024-12-11,2025-01-16,36.0,Medium_Value,SMS,Acquisition,Beauty,0.089,36468.05,49.88
273,273,Acquisition_Fixed_Amount_273,Fixed_Amount,44.38,,2025-06-11,2025-07-14,33.0,High_Value,Website_Banner,Acquisition,Unknown,0.15,48025.88,36.92
274,274,Cross_Sell_Fixed_Amount_274,Fixed_Amount,79.38,44.63,2025-08-20,2025-08-25,5.0,High_Value,SMS,Cross_Sell,Unknown,0.202,4412.28,23.24
275,275,Reactivation_Fixed_Amount_275,Fixed_Amount,14.2,85.23,2025-04-09,2025-05-07,28.0,New_Customer,Push,Reactivation,Unknown,0.105,30586.37,10.86
276,276,Cross_Sell_Free_Shipping_276,Free_Shipping,0.0,0.0,2025-01-02,2025-01-19,17.0,Low_Value,In_App,Cross_Sell,Unknown,0.17,36615.67,21.2
277,277,Upsell_Percentage_Discount_277,Percentage_Discount,21.2,60.26,2025-06-01,2025-06-10,9.0,High_Value,Email,Upsell,Unknown,0.22,6965.78,37.6
278,278,Retention_Fixed_Amount_278,Fixed_Amount,8.83,0.0,2025-07-14,2025-07-29,15.0,Low_Value,SMS,Retention,Unknown,0.078,46182.98,25.22
279,279,Retention_Percentage_Discount_279,Percentage_Discount,40.2,0.0,2025-04-19,2025-05-06,17.0,All_Customers,Website_Banner,Retention,Unknown,0.14,28647.53,37.56
280,280,Reactivation_Fixed_Amount_280,Fixed_Amount,62.75,2.44,2025-04-05,2025-05-20,45.0,High_Value,Push,Reactivation,Clothing,0.051,15348.74,15.04
281,281,Acquisition_Free_Shipping_281,Free_Shipping,0.0,0.0,2025-04-25,2025-05-10,15.0,Low_Value,Website_Banner,Acquisition,Unknown,0.142,12510.5,42.08
282,282,Reactivation_Free_Shipping_282,Free_Shipping,0.0,47.47,2024-12-30,2025-02-10,42.0,Low_Value,Push,Reactivation,Unknown,0.227,29985.95,8.66
283,283,Upsell_BOGO_283,BOGO,0.0,85.46,2025-07-02,2025-07-08,6.0,Low_Value,SMS,Upsell,Unknown,0.095,26215.5,7.55
284,284,Acquisition_Free_Shipping_284,Free_Shipping,0.0,0.0,2025-01-17,2025-03-06,48.0,Low_Value,SMS,Acquisition,Unknown,0.128,14381.78,10.83
285,285,Retention_Fixed_Amount_285,Fixed_Amount,35.81,33.24,2025-03-03,2025-03-13,10.0,All_Customers,Social,Retention,Unknown,0.157,29098.2,37.4
286,286,Upsell_Fixed_Amount_286,Fixed_Amount,64.22,11.51,2024-08-05,2024-08-09,4.0,New_Customer,Website_Banner,Upsell,Unknown,0.135,41419.99,30.71
287,287,Cross_Sell_Fixed_Amount_287,Fixed_Amount,31.05,0.0,2025-01-02,2025-01-22,20.0,Low_Value,Push,Cross_Sell,Beauty,0.19,38531.66,34.22
288,288,Retention_BOGO_288,BOGO,0.0,,2025-09-07,2025-09-19,12.0,Low_Value,SMS,Retention,Unknown,0.057,8917.58,14.18
289,289,Cross_Sell_Free_Shipping_289,Free_Shipping,0.0,0.0,2024-12-16,2025-01-03,18.0,New_Customer,SMS,Cross_Sell,Beauty,0.078,24122.59,38.95
290,290,Cross_Sell_Percentage_Discount_290,Percentage_Discount,24.2,0.0,2025-05-08,2025-05-28,20.0,Medium_Value,Social,Cross_Sell,Electronics,0.143,42340.36,30.43
291,291,Acquisition_Percentage_Discount_291,Percentage_Discount,20.4,51.55,2024-11-22,2024-12-26,34.0,Low_Value,Push,Acquisition,Unknown,0.097,6946.35,17.71
292,292,Retention_Free_Shipping_292,Free_Shipping,0.0,0.0,2025-05-01,2025-05-06,5.0,High_Value,Email,Retention,Electronics,0.149,38493.73,27.54
293,293,Reactivation_BOGO_293,BOGO,0.0,35.33,2025-08-04,2025-09-29,56.0,Medium_Value,SMS,Reactivation,Unknown,0.126,19812.69,8.23
294,294,Reactivation_BOGO_294,BOGO,0.0,0.0,2025-04-20,2025-05-07,17.0,New_Customer,In_App,Reactivation,Unknown,0.054,7033.74,9.67
295,295,Upsell_Free_Shipping_295,Free_Shipping,0.0,30.63,2025-03-24,2025-04-03,10.0,All_Customers,SMS,Upsell,Unknown,0.157,42215.6,40.85
296,296,Cross_Sell_Free_Shipping_296,Free_Shipping,0.0,82.05,2025-04-28,2025-05-16,18.0,New_Customer,Push,Cross_Sell,Home,0.188,41788.09,28.8
297,297,Cross_Sell_Percentage_Discount_297,Percentage_Discount,36.0,67.83,2025-08-01,2025-08-17,16.0,Low_Value,Social,Cross_Sell,Unknown,0.082,8970.08,26.71
298,298,Reactivation_Percentage_Discount_298,Percentage_Discount,15.7,0.0,2025-05-04,2025-06-27,54.0,Low_Value,Website_Banner,Reactivation,Beauty,0.061,45078.66,24.34
299,299,Retention_Fixed_Amount_299,Fixed_Amount,43.03,0.0,2025-03-15,2025-03-30,15.0,All_Customers,SMS,Retention,Unknown,0.152,14111.05,6.6
300,300,Retention_Fixed_Amount_300,Fixed_Amount,31.4,,2025-03-01,2025-03-09,8.0,Lapsed,Email,Retention,Unknown,0.075,49976.38,7.42
301,301,Upsell_BOGO_301,BOGO,0.0,24.71,2024-07-07,2024-07-25,18.0,High_Value,Social,Upsell,Beauty,0.074,13682.06,38.29
302,302,Upsell_BOGO_302,BOGO,0.0,26.71,2025-08-05,2025-08-20,15.0,New_Customer,SMS,Upsell,Beauty,0.236,26750.13,25.05
303,303,Cross_Sell_Fixed_Amount_303,Fixed_Amount,17.58,38.56,2024-08-04,2024-08-25,21.0,All_Customers,Push,Cross_Sell,Electronics,0.209,16086.33,47.24
304,304,Reactivation_Fixed_Amount_304,Fixed_Amount,55.74,6.65,2025-04-10,2025-05-08,28.0,Lapsed,In_App,Reactivation,Unknown,0.102,16621.37,17.49
305,305,Retention_BOGO_305,BOGO,0.0,25.2,2024-12-27,2025-01-05,9.0,Low_Value,Website_Banner,Retention,Unknown,0.217,14879.22,38.9
306,306,Cross_Sell_Fixed_Amount_306,Fixed_Amount,62.89,28.27,2025-07-10,2025-07-13,3.0,All_Customers,In_App,Cross_Sell,Sports,0.081,39951.75,33.31
307,307,Cross_Sell_Percentage_Discount_307,Percentage_Discount,35.7,14.64,2025-07-07,2025-07-24,17.0,High_Value,SMS,Cross_Sell,Unknown,0.126,7072.1,20.59
308,308,Cross_Sell_Fixed_Amount_308,Fixed_Amount,12.93,6.08,2024-11-11,2024-11-27,16.0,Low_Value,Push,Cross_Sell,Beauty,0.186,23521.29,28.89
309,309,Reactivation_BOGO_309,BOGO,0.0,10.76,2025-04-12,2025-05-27,45.0,New_Customer,Push,Reactivation,Unknown,0.109,10816.01,41.46
310,310,Reactivation_Percentage_Discount_310,Percentage_Discount,9.8,78.59,2025-06-09,2025-08-06,58.0,Lapsed,In_App,Reactivation,Home,0.199,41635.73,32.49
311,311,Reactivation_Percentage_Discount_311,Percentage_Discount,48.3,0.0,2025-01-01,2025-02-17,47.0,All_Customers,SMS,Reactivation,Electronics,0.141,29207.14,49.58
312,312,Acquisition_Percentage_Discount_312,Percentage_Discount,27.9,71.14,2025-05-18,2025-07-05,48.0,Low_Value,SMS,Acquisition,Unknown,0.05,49703.85,6.2
313,313,Retention_BOGO_313,BOGO,0.0,2.82,2025-07-18,2025-08-04,17.0,All_Customers,Social,Retention,Unknown,0.088,39179.27,28.52
314,314,Upsell_Free_Shipping_314,Free_Shipping,0.0,37.44,2024-08-05,2024-08-23,18.0,All_Customers,Push,Upsell,Sports,0.058,37418.87,26.6
315,315,Retention_Free_Shipping_315,Free_Shipping,0.0,0.0,2025-06-30,2025-07-03,3.0,High_Value,Website_Banner,Retention,Unknown,0.23,26600.97,47.75
316,316,Reactivation_Percentage_Discount_316,Percentage_Discount,14.1,76.61,2025-06-06,2025-07-27,51.0,Medium_Value,Website_Banner,Reactivation,Unknown,0.227,21927.64,16.01
317,317,Acquisition_Fixed_Amount_317,Fixed_Amount,37.6,40.21,2025-05-14,2025-07-12,59.0,All_Customers,Push,Acquisition,Unknown,0.154,20384.53,11.41
318,318,Cross_Sell_Free_Shipping_318,Free_Shipping,0.0,31.14,2025-05-22,2025-06-08,17.0,New_Customer,Email,Cross_Sell,Unknown,0.142,14853.87,14.58
